Age,Workclass,Education_Num,Marital-status,Occupation,Relationship,Hours/week,Native_Country,Result,Sex_Race
27,2,5,2,6,3,26,31,1,9
43,0,13,2,6,3,36,36,1,9
15,2,5,5,6,4,36,36,0,4
36,2,11,-1,10,4,46,36,0,9
30,3,8,2,2,3,46,36,0,9
17,2,10,5,6,4,36,36,0,4
46,2,10,2,2,3,55,36,1,7
44,2,10,2,-2,3,36,36,1,9
34,2,8,2,2,3,36,36,0,4
37,2,12,2,8,3,36,36,1,9
17,2,8,5,-2,4,36,36,1,9
52,3,8,2,2,3,52,36,1,9
46,2,5,2,6,3,36,31,0,4
49,2,6,8,2,4,36,36,1,9
56,0,15,2,4,3,49,36,0,4
29,2,8,2,6,3,46,36,0,9
35,2,5,2,2,3,28,30,0,9
40,2,16,2,8,3,55,36,0,2
43,2,11,2,2,3,36,29,0,4
22,2,10,5,7,4,28,36,0,7
23,2,8,5,4,4,25,36,0,4
17,2,10,5,7,4,36,36,1,9
39,3,16,2,8,3,46,29,1,9
52,3,10,2,13,3,63,36,0,4
59,3,8,2,5,3,28,36,0,4
17,2,10,5,10,4,25,36,1,9
41,3,15,2,4,3,49,36,0,9
50,0,3,2,7,3,27,31,0,9
33,2,10,5,4,4,46,36,0,9
44,0,11,2,-2,3,36,36,0,5
52,2,8,2,13,3,61,36,0,9
17,2,8,5,13,4,55,36,0,2
35,2,8,2,2,3,49,36,0,4
39,2,13,2,12,3,29,36,0,9
39,2,10,2,2,3,55,36,0,9
48,2,13,2,4,3,52,36,0,9
56,3,8,2,7,3,36,36,0,9
37,2,10,2,2,3,36,30,0,9
38,2,15,5,4,4,49,36,0,4
15,2,3,5,6,4,36,30,1,9
45,2,13,2,4,3,46,29,0,4
56,3,6,2,5,3,28,36,0,9
28,2,8,-1,10,4,36,36,0,7
38,2,11,5,6,4,36,36,0,4
37,2,13,5,4,4,46,36,0,4
47,3,16,-1,10,4,49,36,0,4
60,3,8,2,5,3,36,36,0,9
34,2,10,2,2,3,36,36,0,4
40,2,13,2,8,3,45,36,0,2
17,2,8,5,7,4,36,36,0,4
36,2,15,2,8,3,49,36,0,2
53,2,10,2,4,3,46,36,0,9
25,2,10,2,-2,3,36,36,0,2
39,2,10,2,6,3,43,36,0,9
55,2,5,2,7,3,36,36,0,9
38,2,10,-1,7,4,36,36,0,4
31,2,8,2,6,3,36,36,0,9
48,2,8,2,12,3,36,36,0,9
30,0,12,2,12,3,46,36,0,4
50,2,8,2,2,3,36,36,0,9
27,2,13,2,4,3,46,36,0,9
11,2,8,5,9,4,27,36,0,9
17,2,10,5,-2,4,17,36,1,9
39,0,15,2,8,3,28,36,0,4
31,3,13,2,10,3,52,31,1,9
9,2,6,5,10,4,19,36,0,4
11,2,8,5,6,4,43,36,0,4
50,2,10,-1,2,4,36,36,0,0
30,2,10,5,4,4,36,36,0,9
45,3,8,2,5,3,28,36,0,9
48,2,10,5,6,4,24,36,1,9
67,0,5,2,7,3,26,36,0,2
32,2,4,5,10,4,43,31,0,4
46,2,11,2,2,3,36,36,0,4
24,2,8,2,13,3,36,36,0,9
46,2,8,2,2,3,36,36,1,4
35,4,10,2,9,3,36,36,1,9
50,2,13,2,4,3,45,36,0,9
41,2,8,2,2,3,36,36,0,4
35,0,13,2,4,3,46,36,0,4
49,2,10,2,8,3,36,30,0,9
33,4,13,2,8,3,36,36,0,4
57,2,13,2,10,3,36,36,1,9
39,2,13,2,10,3,46,36,0,2
50,2,10,2,2,3,36,36,0,9
38,2,16,2,10,3,63,36,1,9
44,2,17,5,8,4,36,36,0,4
43,3,13,-1,8,4,46,29,0,9
39,2,8,2,2,3,36,36,0,9
9,3,6,5,10,4,19,36,0,9
37,2,8,5,8,4,36,36,0,4
27,2,13,2,10,3,36,36,0,4
46,2,15,5,8,4,36,36,1,9
28,2,13,5,10,4,36,36,1,4
29,2,11,2,10,3,46,36,1,9
23,2,13,2,4,3,36,36,0,9
42,3,8,2,2,3,49,36,1,4
36,3,12,2,5,3,49,36,1,9
39,2,13,5,10,4,51,36,1,9
66,2,8,2,10,3,51,36,0,9
35,3,16,2,2,3,55,36,1,9
52,2,8,2,6,3,36,36,0,4
38,2,13,2,2,3,36,36,0,7
42,2,10,5,2,4,29,36,1,9
42,2,10,2,10,3,49,29,0,9
27,2,8,2,13,3,36,36,0,9
27,2,8,2,2,3,28,29,0,4
50,2,8,2,2,3,36,31,0,9
24,2,8,2,2,3,36,36,0,9
34,2,10,5,13,4,36,36,0,2
38,3,10,-1,10,5,47,36,0,9
23,2,8,5,13,4,59,36,0,4
43,2,13,2,8,3,36,36,0,4
17,2,8,5,6,4,23,36,0,2
28,2,13,2,8,3,36,36,0,4
17,2,8,5,6,4,36,36,0,1
41,0,13,2,8,3,36,31,0,9
32,2,8,2,6,3,36,36,0,7
57,0,16,2,8,3,49,36,0,7
54,0,15,5,8,4,28,36,1,4
40,2,8,2,6,3,36,36,1,9
52,2,10,2,10,3,46,36,1,9
61,3,13,2,10,3,17,36,0,4
35,2,12,2,4,3,45,36,0,9
40,2,10,2,10,3,49,36,1,9
9,2,6,2,2,3,36,36,0,9
11,2,10,5,12,4,26,36,0,9
56,2,10,-1,2,4,47,36,1,9
28,4,11,-1,-2,4,36,36,1,9
45,4,13,2,7,3,36,36,1,9
57,2,8,2,7,3,36,36,0,4
32,0,17,2,8,3,36,36,0,4
51,2,8,2,2,3,36,36,0,9
39,2,6,2,2,3,49,36,0,4
39,0,8,5,9,4,43,36,0,9
34,2,6,2,2,3,36,36,0,4
31,2,6,5,13,4,36,36,1,9
46,3,10,2,10,3,49,36,0,4
24,3,13,5,4,4,49,36,0,7
23,2,10,5,6,4,36,30,0,9
43,2,13,2,8,3,55,36,1,9
30,2,3,5,7,4,36,31,0,6
27,2,8,5,12,4,36,36,0,2
22,3,13,5,4,4,36,36,0,9
30,3,8,2,2,3,49,36,0,4
34,0,8,2,2,3,36,36,0,9
35,2,16,2,8,3,52,36,0,9
45,0,15,2,8,3,36,36,0,9
29,0,15,2,8,3,36,36,0,4
29,3,13,5,4,4,43,36,0,9
39,3,16,2,8,3,49,36,0,4
49,2,10,-1,4,4,55,36,0,2
55,2,8,2,2,3,46,36,0,9
64,4,16,2,-2,3,27,36,0,9
22,2,8,5,10,4,36,36,0,6
56,4,12,2,8,3,23,31,0,4
38,3,11,2,4,3,55,36,0,4
53,3,16,2,8,3,29,36,0,9
15,2,6,5,13,4,19,36,0,9
44,2,13,2,10,3,36,36,0,7
47,4,8,2,6,3,36,36,0,9
23,2,3,5,5,4,28,31,0,7
29,3,8,2,8,3,19,36,1,9
37,2,11,2,6,3,49,36,0,3
51,2,5,2,6,3,36,36,0,4
37,2,8,-1,8,4,46,36,0,9
58,2,13,2,4,3,36,36,0,9
52,3,8,2,13,3,63,36,1,9
32,3,10,2,2,3,55,36,0,9
34,2,8,2,13,3,49,36,0,4
45,0,13,2,8,3,36,36,0,2
48,0,8,2,13,3,36,36,1,9
50,2,8,2,8,3,43,36,0,9
43,2,13,2,2,3,36,36,0,4
20,2,8,2,10,3,36,36,0,9
35,2,15,2,4,3,36,36,0,4
39,2,10,5,2,4,36,36,0,9
29,2,10,2,6,3,36,31,1,4
39,2,10,5,4,4,49,36,0,9
37,2,13,2,4,3,52,36,0,4
29,2,8,5,6,4,55,36,0,9
46,2,13,2,8,3,52,36,1,9
39,2,11,2,8,3,36,36,0,9
55,3,15,2,2,3,36,36,0,9
33,2,8,2,-2,3,49,36,0,9
45,3,16,5,7,4,55,36,0,9
60,3,3,2,10,3,23,36,1,9
28,2,5,2,6,3,36,31,0,4
37,0,8,5,13,4,36,36,0,2
40,2,13,2,10,3,36,36,0,4
34,2,10,2,-2,3,49,36,1,9
37,2,8,2,2,3,36,36,1,4
22,2,13,5,8,4,17,30,0,9
32,0,12,-1,4,5,49,36,0,9
9,0,8,5,7,4,55,36,1,9
11,2,8,5,6,4,36,36,0,9
25,0,8,5,8,4,36,36,0,9
39,2,10,-1,13,4,47,36,0,4
37,3,12,2,13,3,36,36,1,9
39,2,15,2,8,3,49,36,0,6
24,2,13,5,-2,4,36,36,1,9
50,3,10,2,5,3,55,36,1,9
23,2,5,2,2,3,36,31,0,4
9,2,6,5,10,4,23,36,0,9
64,2,13,2,4,3,36,36,0,9
34,2,13,2,8,3,47,36,0,4
41,2,13,2,4,3,36,36,0,7
36,2,8,-1,2,5,36,36,0,7
43,2,13,2,12,3,49,36,0,4
45,2,13,5,-2,4,55,36,0,9
42,3,3,2,2,3,36,36,0,9
23,2,8,5,6,4,36,31,1,9
34,2,3,5,5,5,29,36,0,9
47,2,17,2,8,3,49,36,0,9
37,2,8,2,13,3,55,36,0,2
44,2,11,2,4,3,36,36,0,9
37,3,8,2,7,3,63,30,0,9
40,2,8,2,13,3,47,36,0,9
46,2,8,2,10,3,36,36,1,1
38,2,13,2,8,3,47,36,0,9
33,2,8,-1,7,4,36,36,1,9
31,2,11,5,7,4,46,36,0,4
43,3,10,5,10,4,52,36,0,9
17,2,10,5,7,4,36,36,0,9
35,2,8,2,2,3,45,36,0,4
39,2,5,2,2,3,49,36,1,9
39,2,13,2,10,3,36,36,1,9
25,2,13,5,10,4,46,36,0,4
53,0,11,5,12,4,36,36,0,1
51,3,8,2,4,3,63,36,0,9
29,0,10,2,2,3,36,36,1,9
30,2,10,5,-2,4,36,30,0,9
20,2,5,5,13,4,36,36,0,4
39,2,10,-1,13,5,36,36,0,9
27,2,10,-1,12,4,25,36,0,4
40,2,10,2,2,3,36,36,0,4
56,3,4,2,10,3,55,36,0,3
18,2,8,5,7,4,25,36,0,9
42,3,13,-1,4,4,55,36,0,9
17,2,5,2,7,3,25,36,0,2
11,2,8,5,6,4,19,36,0,9
39,2,11,2,13,3,36,36,0,2
36,2,8,5,2,5,36,36,0,9
33,2,8,2,7,3,36,36,0,9
42,0,12,5,9,4,36,36,1,9
18,2,12,5,-2,4,46,36,1,9
47,2,6,-1,6,5,36,36,0,9
40,0,4,-1,7,4,36,36,0,4
45,3,4,2,10,3,36,31,0,4
30,2,8,5,5,4,63,36,1,4
25,2,8,2,6,3,36,36,0,4
55,3,8,2,5,3,28,36,0,9
38,0,8,2,2,3,36,36,0,9
28,2,10,2,2,3,36,36,0,9
22,2,8,5,2,4,36,36,0,6
23,2,10,5,-2,4,36,36,0,9
48,0,15,2,8,3,36,36,0,4
20,2,10,5,12,4,55,36,1,4
29,2,8,2,8,3,52,36,0,4
34,3,11,2,5,3,52,36,1,9
28,4,8,2,2,3,36,36,1,9
47,0,4,2,13,3,36,36,0,9
36,2,10,2,-2,3,36,36,0,9
52,2,4,2,13,3,49,36,0,4
20,2,12,5,-2,4,18,36,0,4
17,2,10,5,10,4,28,36,0,9
49,3,8,2,4,3,36,36,0,7
29,2,11,2,10,3,36,36,0,4
40,2,13,-1,-2,5,46,36,1,9
47,3,13,2,2,3,49,36,0,9
35,2,13,2,4,3,49,36,0,9
57,2,8,2,13,3,36,36,0,4
67,2,13,-1,10,4,26,36,1,9
11,2,8,5,6,4,23,36,0,7
15,2,8,5,10,4,47,36,0,9
54,2,8,2,5,3,51,36,0,9
15,2,6,5,2,4,36,36,0,9
63,2,13,2,8,3,17,36,0,9
36,0,12,2,4,3,36,29,0,9
23,2,8,-1,4,4,36,36,1,9
59,2,13,2,10,3,36,36,0,9
56,3,8,2,2,3,26,36,0,9
48,2,5,2,10,3,36,36,0,9
9,2,10,5,7,4,23,36,1,9
62,3,17,2,10,3,25,36,0,4
35,2,8,2,2,3,28,36,0,9
25,2,8,2,10,3,46,36,0,9
18,2,10,5,7,4,27,36,0,9
15,2,12,5,13,4,23,36,0,4
49,2,8,2,6,3,36,36,0,6
42,2,16,-1,8,4,46,36,1,9
46,3,13,2,4,3,49,36,0,9
39,2,3,2,5,3,36,31,0,9
52,0,8,2,13,3,36,36,0,4
43,2,13,2,4,3,52,36,1,9
59,2,8,5,4,4,36,36,0,9
38,3,8,-1,5,4,49,36,0,7
33,2,8,2,13,3,36,36,0,4
30,2,12,5,6,5,36,36,1,9
55,2,8,2,13,3,49,36,0,9
54,2,15,2,4,3,36,30,0,4
28,2,10,-1,2,4,36,36,0,4
24,3,11,5,5,4,58,36,0,9
32,2,13,2,8,3,36,36,0,4
35,3,11,2,5,3,55,36,0,4
43,2,10,2,10,3,36,36,0,4
20,2,10,5,10,4,29,30,0,4
43,2,8,-1,2,4,36,36,0,9
30,2,8,2,6,3,36,36,0,4
17,2,8,5,2,4,36,31,0,9
35,3,10,2,10,3,55,36,1,9
65,3,15,2,8,3,26,36,0,4
24,2,10,5,4,4,36,36,0,4
27,2,8,5,10,4,47,36,0,9
67,2,13,2,-2,3,49,36,0,9
11,2,6,5,6,4,36,36,0,9
39,2,8,2,6,3,46,36,0,9
15,2,10,5,6,4,23,36,0,9
50,0,15,2,8,3,52,36,0,2
30,2,12,2,4,3,52,36,1,9
18,2,8,5,12,4,36,36,0,9
37,2,13,5,4,4,52,36,0,9
22,2,8,5,5,4,36,36,0,9
30,0,8,2,-2,3,36,36,0,4
43,2,15,2,4,3,49,36,1,9
23,2,8,2,12,3,63,36,0,9
41,2,4,2,7,3,25,36,1,9
24,2,8,5,6,4,23,31,1,9
38,2,16,2,4,3,52,36,0,4
30,4,17,2,8,3,59,36,0,7
39,2,17,2,8,3,36,36,1,4
48,3,16,2,8,3,36,36,1,9
29,2,10,2,8,3,36,36,0,9
34,2,8,2,4,3,47,36,0,9
52,3,5,2,10,3,28,36,0,4
33,2,8,5,2,4,36,36,0,4
22,0,10,5,9,4,49,36,0,4
47,2,8,2,6,3,47,36,0,9
9,2,6,5,8,4,19,36,0,4
43,4,15,2,8,3,46,36,1,9
43,2,16,2,4,3,36,36,0,4
39,2,8,2,6,3,36,36,0,9
18,2,8,5,6,5,28,36,0,9
27,2,8,2,4,3,46,36,1,9
67,3,5,2,5,3,49,36,1,9
40,3,15,2,10,3,63,36,0,9
30,2,10,5,-2,4,36,36,0,9
46,2,8,2,13,3,46,36,0,4
54,3,8,8,5,4,63,36,0,9
46,0,10,2,4,3,47,36,0,9
38,2,12,-1,4,5,36,36,0,9
41,2,10,2,2,3,55,36,0,2
39,2,11,2,5,3,55,36,0,9
11,2,8,5,10,4,47,36,1,9
43,2,8,-1,13,4,55,36,0,2
50,4,15,2,4,3,43,36,0,2
36,4,8,2,-2,3,36,36,0,4
30,2,8,2,7,3,36,36,0,9
30,0,13,2,8,3,36,36,0,4
40,2,13,2,4,3,46,36,1,9
58,2,8,2,5,3,36,36,0,9
67,2,8,8,-2,4,17,36,0,9
28,2,11,2,6,3,36,36,1,7
24,2,8,5,7,5,36,36,0,9
30,2,13,5,-2,4,36,36,0,9
56,2,11,2,12,3,36,36,0,9
67,0,8,2,-2,3,36,36,0,4
39,3,10,2,5,3,58,36,0,9
23,2,13,5,7,4,36,36,0,4
22,2,13,5,4,4,46,36,0,4
55,2,5,2,7,3,26,36,1,9
23,2,10,2,10,3,43,36,1,9
41,2,8,2,2,3,52,36,1,9
31,0,10,2,9,3,36,36,1,9
47,3,8,2,4,3,46,36,0,0
41,2,10,2,4,3,49,36,0,9
61,2,8,2,4,3,36,36,0,4
65,3,10,2,4,3,36,36,1,9
50,2,15,2,4,3,52,36,0,9
36,2,13,2,4,3,55,36,0,4
17,2,10,5,13,4,26,36,0,9
15,2,8,5,6,4,36,36,0,2
24,2,8,2,4,3,46,36,0,9
30,2,16,5,8,4,49,36,0,9
43,3,10,2,13,3,36,36,1,4
52,2,13,2,4,3,46,36,0,4
46,3,13,2,4,3,55,36,0,9
39,2,10,-1,2,4,36,36,0,4
28,2,13,2,12,3,28,36,1,9
45,0,15,2,8,3,47,36,0,4
52,2,13,2,10,3,36,36,1,6
27,2,5,5,2,4,36,36,0,9
60,2,8,2,10,3,58,36,0,7
39,2,10,5,4,4,49,36,1,9
11,2,8,5,6,4,51,36,0,9
51,2,8,2,2,3,36,36,0,4
22,2,10,2,9,4,25,36,1,9
40,2,13,2,4,3,46,36,0,9
50,2,8,-1,6,4,36,36,1,9
42,2,13,2,4,3,36,36,0,9
30,2,13,5,8,4,49,36,0,2
46,2,3,2,7,3,36,36,0,4
34,2,8,2,2,3,36,36,0,9
39,2,13,7,10,4,36,36,0,9
67,3,10,2,5,3,61,36,0,4
50,2,10,7,-2,4,36,29,0,4
52,4,16,2,8,3,36,36,0,4
40,3,8,2,4,3,36,36,0,7
18,2,10,5,6,4,25,36,0,9
40,2,3,2,7,3,45,31,0,9
53,2,13,2,9,3,36,36,0,4
33,3,13,-1,5,4,55,36,0,9
37,2,8,2,7,3,46,36,0,4
65,2,11,2,6,3,49,36,0,9
60,2,8,2,6,3,36,36,0,9
20,2,8,5,10,4,36,36,0,9
20,2,10,5,6,4,26,36,0,9
39,2,13,2,8,3,36,36,1,9
45,3,3,2,10,3,49,31,0,9
17,2,10,5,6,4,36,36,0,9
31,4,10,4,5,4,49,36,1,4
64,3,16,2,8,3,36,36,0,7
23,0,13,5,2,4,25,36,0,4
22,2,13,5,12,4,36,36,0,9
39,2,5,2,4,3,36,36,1,9
35,2,8,5,2,4,36,36,0,9
35,2,11,2,2,3,36,36,0,4
20,2,13,5,4,4,36,36,0,9
25,2,8,2,-2,3,46,36,0,4
32,2,10,4,8,4,36,36,0,8
38,2,11,2,2,3,36,36,0,9
47,2,13,2,4,3,36,36,0,9
39,0,8,2,4,3,36,36,1,9
54,0,10,2,4,3,36,36,0,4
29,0,13,2,9,3,36,36,0,9
23,2,12,5,8,4,49,36,1,9
32,2,8,2,6,3,36,36,1,9
47,2,10,-1,2,4,36,36,1,9
25,2,13,5,4,4,36,36,0,9
38,2,8,2,4,3,49,36,0,9
52,2,11,2,2,3,36,36,0,9
42,2,12,7,4,4,36,36,1,2
57,2,4,2,5,3,51,36,0,9
31,2,11,2,6,3,36,36,0,9
41,3,8,2,2,3,36,36,0,4
46,2,5,2,2,3,58,36,1,9
39,2,8,2,6,3,36,31,0,4
33,2,13,2,10,3,49,36,0,9
67,3,6,5,4,4,49,36,1,9
48,2,8,2,2,3,36,36,0,4
45,2,8,2,5,3,36,36,1,9
33,2,15,2,10,3,36,36,0,9
48,2,10,2,2,3,47,36,1,9
29,2,10,2,6,3,36,36,0,4
33,2,8,5,6,4,55,36,0,9
46,2,4,2,6,3,36,36,0,9
37,2,10,2,2,3,36,36,0,9
22,2,13,5,-2,4,36,36,1,9
46,2,8,-1,6,4,36,36,0,4
39,0,13,2,8,3,58,36,0,4
29,2,10,2,4,3,49,36,0,2
40,3,11,2,4,3,49,36,1,9
20,2,8,5,10,4,36,36,0,9
39,3,11,2,2,3,36,43,0,9
54,3,8,2,5,3,59,36,0,9
7,2,6,5,6,4,36,29,1,9
34,3,8,-1,10,4,49,36,0,9
48,2,5,2,2,3,36,36,0,4
51,3,4,-1,13,4,46,29,1,9
31,2,8,-1,2,5,28,36,0,9
36,2,13,2,4,3,49,36,0,9
24,2,6,2,2,3,36,36,0,4
47,3,12,2,6,3,36,36,0,9
40,4,15,5,8,4,59,36,0,4
31,2,8,5,2,4,36,36,1,4
40,4,10,2,9,3,36,36,1,9
39,3,8,2,4,3,49,36,1,9
61,3,8,2,10,3,49,36,0,7
31,2,10,2,6,3,49,36,1,9
39,2,17,2,8,3,46,36,0,9
11,2,4,2,6,4,46,31,0,9
48,0,13,2,-2,3,49,36,0,4
37,4,10,2,9,3,36,36,1,9
31,2,13,5,4,4,36,36,1,4
28,2,10,2,2,3,46,36,0,9
40,2,10,-1,10,5,36,36,0,9
25,2,10,2,2,3,36,36,1,9
27,2,8,2,13,3,46,36,0,4
38,3,10,2,10,3,49,36,0,9
34,0,13,2,4,3,63,36,1,9
29,2,13,2,7,3,55,36,0,4
45,3,8,2,5,3,55,36,0,2
33,2,13,2,8,3,36,36,0,4
22,2,11,2,2,3,36,36,0,9
28,4,10,5,8,4,28,36,1,9
23,2,3,5,6,4,25,31,0,9
58,2,10,2,-2,3,55,36,1,9
37,2,13,-1,4,4,52,36,0,9
46,3,10,2,5,3,55,36,0,9
56,3,13,2,8,3,36,36,0,4
27,3,8,2,4,3,36,31,0,9
9,2,6,5,6,4,18,36,0,9
41,2,11,2,2,3,49,36,0,9
61,0,6,8,4,4,45,36,1,4
31,2,11,2,12,3,36,36,1,9
36,0,10,2,13,3,26,36,1,9
55,2,17,2,8,3,46,36,1,9
55,3,8,2,10,3,55,36,0,9
36,2,8,2,5,3,36,36,1,7
54,4,15,2,4,3,36,36,1,9
39,2,15,2,4,3,36,36,0,4
35,2,15,2,8,3,49,36,0,4
36,2,6,2,2,3,36,36,1,9
27,2,12,2,13,3,36,36,0,5
35,2,10,2,5,3,52,36,0,2
42,2,10,2,8,3,36,36,0,9
56,4,8,2,7,3,36,36,0,9
39,0,15,2,8,3,55,36,0,9
58,2,11,-1,7,4,36,36,0,4
52,0,10,2,-2,3,36,36,0,4
42,3,13,2,4,3,46,36,0,6
20,2,8,5,6,4,36,36,0,1
46,2,8,-1,13,4,63,36,0,4
42,3,16,2,8,3,49,36,0,9
49,3,10,2,12,3,55,36,0,9
25,2,8,5,7,4,24,36,0,9
39,0,12,-1,4,4,49,36,1,9
46,0,8,2,2,3,36,36,0,4
31,2,8,2,13,3,49,36,1,5
29,3,11,2,5,3,55,36,1,9
40,2,13,2,10,3,36,36,0,9
56,2,10,2,2,3,58,36,0,9
44,2,10,2,2,3,29,36,0,9
27,2,12,2,12,3,59,36,0,2
24,2,5,5,2,4,52,31,1,9
60,4,8,2,5,3,36,36,0,9
45,3,15,2,8,3,36,36,1,9
20,2,8,5,10,4,26,36,0,4
58,2,8,2,7,3,23,36,0,5
57,2,5,2,13,3,49,36,0,9
37,3,16,2,8,3,49,36,0,9
29,2,10,2,4,4,36,36,0,9
18,2,8,5,2,4,36,36,1,4
38,0,8,2,6,3,29,36,0,1
40,2,8,2,2,3,49,36,1,6
28,2,13,2,4,3,36,36,0,9
34,2,13,5,10,4,52,36,0,4
24,2,13,5,4,4,28,36,0,9
52,3,8,2,5,3,36,36,1,9
34,3,12,2,10,3,46,36,1,9
49,4,8,2,2,3,36,36,0,9
11,2,8,5,10,4,36,36,0,9
20,2,4,5,2,4,36,31,1,9
54,2,8,2,2,3,36,36,0,4
57,2,8,2,2,3,46,36,1,9
38,2,13,2,4,3,59,36,0,9
55,2,8,2,4,3,36,36,0,9
18,2,10,5,6,4,23,36,0,9
30,2,6,2,2,3,43,36,0,7
9,2,6,5,6,4,36,36,0,9
37,0,8,2,9,3,36,36,0,4
11,2,8,5,10,4,23,36,0,4
41,2,13,2,4,3,36,36,0,4
47,2,15,2,4,3,58,36,0,4
44,2,13,-1,-2,4,36,31,0,6
15,2,10,5,5,4,36,36,0,6
44,3,17,2,8,3,49,36,1,4
62,2,8,2,6,3,36,36,0,6
52,0,16,2,4,3,36,36,0,4
46,0,4,2,13,3,36,36,0,4
45,2,10,2,10,3,58,36,0,7
39,2,13,2,10,3,36,36,0,4
49,2,8,5,10,4,36,36,0,4
44,2,6,2,6,3,46,36,0,9
34,2,8,7,2,4,49,36,0,4
33,2,10,-1,2,4,55,36,1,9
17,2,11,5,6,4,26,36,1,9
39,3,15,2,4,3,55,36,0,9
48,3,8,2,10,3,36,36,1,9
45,2,13,5,4,4,36,36,0,7
40,3,16,2,8,3,58,36,1,9
44,2,13,2,13,3,36,36,0,9
39,4,13,2,-2,3,49,36,1,9
25,2,11,2,7,3,55,36,1,7
28,3,8,2,2,3,55,36,0,4
31,2,10,2,12,3,49,36,0,9
9,2,6,5,6,4,36,36,0,8
52,3,10,2,2,3,49,36,0,9
31,2,13,2,8,3,36,36,0,9
28,2,13,5,7,4,28,36,1,9
40,2,13,2,12,3,46,36,1,4
49,0,8,2,9,3,52,36,0,9
27,2,8,7,9,4,36,36,0,9
39,2,5,2,6,3,36,36,0,4
43,3,8,2,13,3,49,36,0,9
42,0,11,2,2,3,36,36,0,9
28,2,12,5,10,4,46,31,0,7
20,2,12,5,7,4,36,36,0,9
48,0,15,2,8,3,36,36,1,9
36,2,11,2,12,3,43,36,0,9
17,2,8,5,2,4,36,36,1,9
31,2,10,5,7,4,28,36,0,4
24,3,10,2,5,3,62,36,0,9
42,2,10,2,10,3,47,36,0,3
62,2,4,2,2,3,36,36,0,9
30,2,8,2,6,3,36,36,0,9
50,2,11,2,12,3,36,36,0,9
57,2,5,2,2,3,36,36,0,3
41,2,13,2,10,3,36,36,0,4
37,2,10,2,4,3,36,36,0,4
35,2,10,7,4,4,55,36,0,4
62,3,5,2,5,3,25,36,1,9
30,2,10,2,5,3,49,36,1,4
63,3,8,2,13,3,52,36,0,9
24,2,8,8,13,4,36,36,0,9
17,2,10,5,2,4,49,36,0,9
32,2,8,2,6,3,36,36,0,9
55,4,13,2,4,3,49,36,0,4
67,3,4,2,5,3,49,36,0,9
53,3,8,2,4,3,17,36,1,1
39,2,10,2,4,3,49,36,0,4
32,2,8,5,2,4,46,36,0,4
64,3,8,2,10,3,36,36,1,9
39,2,13,2,8,3,55,36,1,7
62,3,4,2,5,3,47,36,0,9
31,2,12,-1,10,4,47,36,0,9
48,2,13,2,4,3,36,36,0,9
30,2,16,2,8,3,55,36,0,9
50,2,13,2,8,3,51,36,1,4
48,4,17,2,4,3,52,36,1,9
42,2,15,2,4,3,49,36,0,4
46,3,8,2,4,3,55,36,0,7
50,2,10,7,2,4,46,36,1,9
39,2,10,-1,7,4,24,36,0,9
36,2,8,2,7,3,36,36,1,4
52,2,5,2,6,3,36,36,0,9
46,2,8,2,6,3,36,36,1,9
46,3,13,2,5,3,59,36,1,9
52,2,8,2,7,3,36,36,0,9
39,2,8,-1,-2,4,36,36,0,4
41,2,12,5,10,4,36,36,0,7
25,2,15,5,8,4,36,36,0,9
7,2,5,5,7,4,19,36,1,9
30,2,8,2,2,3,36,31,0,9
31,2,12,2,8,3,46,36,0,6
51,2,5,2,6,3,55,36,0,6
22,2,8,5,6,4,23,36,1,7
25,2,15,5,-2,4,46,36,0,9
25,2,8,2,2,3,36,36,0,4
48,2,10,2,2,3,55,36,0,9
56,2,10,2,7,3,36,36,0,9
37,2,8,2,6,3,36,36,0,9
31,2,8,5,7,4,55,36,0,9
27,2,13,2,8,3,36,36,0,9
67,3,13,2,4,3,52,36,0,4
40,2,13,2,4,3,55,36,1,9
44,0,6,5,7,4,36,36,1,9
42,2,15,2,4,3,46,36,0,9
56,3,16,2,10,3,46,36,0,9
67,3,13,2,10,3,49,36,1,9
24,2,8,5,13,4,36,36,0,9
15,2,8,5,7,4,36,36,0,4
47,2,8,2,-2,3,27,36,0,9
28,2,13,2,4,3,46,36,0,4
25,2,8,5,13,4,55,36,1,4
23,2,8,5,6,4,58,36,1,9
44,2,13,2,-2,3,36,36,1,7
49,0,8,-1,12,5,29,36,1,1
23,3,13,5,4,4,28,36,0,9
44,2,15,2,-2,3,55,36,0,9
56,0,10,2,12,3,36,36,0,9
34,2,13,2,10,3,46,36,1,9
51,3,13,2,10,3,49,36,1,9
25,2,11,5,4,4,36,36,1,9
34,2,8,-1,2,5,36,36,1,9
34,2,10,7,2,4,36,36,0,9
29,2,10,2,10,3,46,36,1,9
40,3,16,2,8,3,36,36,0,9
17,2,10,5,10,4,23,36,1,9
40,3,8,2,2,3,46,36,1,9
49,2,11,2,4,3,36,36,1,9
45,2,10,2,8,3,36,36,0,4
52,2,5,2,2,3,36,36,0,9
56,4,16,2,8,3,36,36,0,7
32,2,8,2,6,3,47,36,0,9
36,2,8,2,2,3,49,36,1,9
47,3,16,2,4,3,49,36,0,4
64,2,10,2,10,3,52,36,1,9
29,2,16,-1,8,4,49,36,0,2
9,2,6,5,6,4,26,36,0,4
20,2,13,5,5,4,36,36,0,9
50,3,10,2,4,3,49,36,0,2
9,2,8,5,-2,4,25,36,0,9
