Age,Workclass,Education,Education_Num,Marital-status,Occupation,Relationship,Hours/week,Native_Country,Sex_Race
50,0,11,8,2,12,3,37,24,9
50,3,4,3,2,4,3,60,26,9
50,3,6,12,2,13,3,45,37,9
50,2,1,5,0,2,4,37,37,2
50,2,13,15,2,4,3,60,37,9
50,2,11,8,2,13,3,56,37,9
50,2,8,13,2,4,3,53,37,9
50,3,15,10,2,13,3,63,37,4
50,3,8,13,2,8,3,49,37,9
50,0,15,10,2,9,3,56,37,2
50,4,9,17,2,8,3,37,37,9
50,2,11,8,2,6,3,37,37,9
50,2,4,6,0,5,4,37,37,9
50,2,15,10,2,4,3,37,37,9
50,2,11,8,2,7,3,37,28,2
50,2,15,10,2,6,3,37,37,9
50,2,8,13,2,2,3,37,37,4
50,0,13,15,2,8,3,53,37,4
50,2,11,8,2,4,3,37,37,9
50,3,15,10,2,5,3,25,37,2
50,2,13,16,2,8,3,37,37,4
50,3,5,4,2,4,3,49,25,4
50,3,8,13,2,10,3,37,23,9
50,2,11,8,2,2,3,37,37,9
50,2,8,13,2,8,3,37,37,9
50,2,3,6,2,2,3,45,37,4
50,2,8,13,2,4,3,56,37,9
50,2,15,10,2,4,3,37,37,1
50,2,11,8,5,6,4,37,37,6
50,3,15,10,2,5,3,25,37,9
50,3,15,10,2,8,3,45,37,4
50,0,15,10,2,-2,3,37,37,9
50,2,11,8,2,4,3,37,37,1
50,3,1,5,2,4,3,56,37,9
50,3,11,8,2,10,3,63,37,9
50,3,11,8,5,2,4,27,37,2
50,2,11,8,7,13,5,45,37,2
50,2,11,8,0,13,5,37,37,2
50,2,11,8,2,7,3,37,37,9
50,2,15,10,7,8,4,56,37,7
50,2,11,8,4,13,4,37,37,4
50,2,11,8,2,10,3,37,37,9
50,0,15,10,2,12,3,37,37,4
50,2,11,8,2,2,3,45,37,9
50,2,8,13,5,7,4,37,23,9
50,3,4,3,2,10,3,37,27,7
50,2,11,8,2,6,3,45,37,7
50,2,5,4,2,13,3,56,37,9
50,2,4,3,2,2,3,45,26,9
50,2,6,11,5,4,4,27,37,9
50,3,15,10,8,4,4,37,37,9
50,3,11,8,2,2,3,49,37,2
50,2,8,13,2,8,3,37,37,4
50,2,6,11,2,4,3,45,37,4
50,0,6,12,2,12,3,45,37,4
50,2,4,3,2,13,3,49,37,9
50,2,11,8,2,2,3,37,37,9
50,4,11,8,0,4,4,37,37,9
50,2,8,13,2,4,3,49,37,9
50,2,11,8,2,4,3,56,37,9
50,0,13,15,2,-2,3,37,37,4
36,2,11,8,2,2,3,45,37,4
36,2,11,8,5,-2,4,28,37,9
36,2,8,13,2,12,3,37,37,9
36,2,8,13,5,2,4,37,37,4
36,0,6,12,2,8,3,45,23,9
36,2,11,8,0,6,5,49,37,9
36,2,8,13,2,6,3,37,37,4
36,3,11,8,2,5,3,66,37,9
36,3,13,16,2,8,3,56,37,4
36,0,8,13,2,8,3,37,37,9
36,2,11,8,2,10,3,49,37,9
36,2,15,10,2,2,3,37,37,9
36,2,11,8,0,13,4,37,37,4
36,2,8,13,2,4,3,49,37,9
36,3,3,6,2,13,3,37,37,7
36,2,11,8,2,13,3,37,37,9
36,2,11,8,2,2,3,37,37,9
36,2,8,13,2,4,3,37,37,9
36,2,11,8,2,6,3,37,37,9
36,2,8,13,2,10,3,56,37,7
36,3,15,10,2,2,3,37,37,9
36,2,8,13,2,5,3,45,37,9
36,0,11,8,2,-2,3,37,37,9
36,2,4,3,7,5,4,26,25,4
36,3,8,13,2,2,3,53,37,9
36,2,11,8,2,2,3,49,37,9
36,2,8,13,2,4,3,45,37,4
36,2,11,8,2,2,3,56,37,9
36,2,11,8,2,2,3,63,27,8
36,2,6,12,0,8,5,23,37,4
36,2,15,10,2,10,3,37,37,9
36,0,15,10,5,-2,4,37,37,6
36,0,8,13,2,-2,3,37,37,1
36,2,5,5,2,6,3,49,37,1
36,2,6,12,2,8,3,45,37,9
36,2,8,13,5,4,4,45,37,9
36,2,15,10,7,10,4,45,37,4
36,2,13,15,2,4,3,37,37,4
36,2,6,11,2,2,3,44,37,9
36,2,13,16,2,8,3,45,37,4
36,2,6,11,2,7,3,37,37,9
36,3,9,17,5,8,4,45,37,9
36,0,6,11,2,4,3,37,37,4
36,2,15,10,2,8,3,45,37,9
36,2,13,15,5,10,4,49,37,4
36,3,6,11,2,2,3,25,37,9
36,2,15,10,2,2,3,37,37,9
36,2,11,8,2,13,3,37,37,4
36,2,11,8,2,2,3,37,37,9
36,4,6,12,2,7,3,27,37,9
36,2,8,13,5,7,4,21,28,4
36,2,15,10,2,10,3,49,37,4
36,2,8,13,4,4,5,49,37,4
36,3,6,11,5,5,4,66,37,9
36,2,11,8,5,2,5,37,37,9
36,3,11,8,2,13,3,45,23,9
36,2,8,13,5,8,4,37,37,9
36,0,13,15,2,4,3,37,37,9
36,0,11,8,2,-2,3,37,24,4
36,3,8,13,0,13,4,49,37,9
36,2,11,8,2,2,3,49,37,9
36,3,11,8,2,6,3,37,37,9
36,2,4,3,2,5,3,28,27,9
36,3,4,6,2,2,3,37,37,9
36,0,15,10,2,-2,3,37,23,9
36,2,11,8,0,2,4,53,37,5
36,2,11,8,2,2,3,37,37,9
36,3,11,8,2,10,3,49,37,7
36,2,3,6,5,13,4,56,37,9
36,4,13,15,5,4,4,60,37,9
36,2,6,12,2,10,3,45,37,4
36,2,11,8,2,6,3,46,37,9
36,2,11,8,5,2,5,37,37,9
36,3,11,8,0,6,4,14,37,9
36,2,6,12,2,-2,3,37,37,9
36,2,13,15,2,-2,3,49,37,9
36,2,8,13,2,12,3,49,37,9
36,2,11,8,2,6,3,37,37,9
36,2,11,8,5,6,4,28,28,9
36,2,11,8,5,6,4,37,37,9
36,2,3,6,2,2,3,45,37,9
36,2,11,8,2,2,4,37,37,1
36,2,11,8,2,2,3,54,37,9
36,2,13,15,2,4,3,49,37,9
36,3,11,8,2,4,3,56,37,9
36,3,6,11,2,10,3,37,37,9
36,0,11,8,2,2,3,37,37,4
36,2,11,8,2,4,3,49,37,4
36,2,8,13,2,4,3,37,37,9
36,2,15,10,2,4,3,56,37,4
36,2,15,10,2,2,3,37,37,9
36,4,13,16,2,8,3,56,37,9
36,2,11,8,2,6,3,56,37,9
36,2,11,8,2,5,3,37,37,4
36,2,11,8,2,2,3,37,37,9
36,0,13,15,5,8,4,37,37,4
36,2,15,10,2,7,3,19,37,9
36,2,8,13,2,10,3,49,37,9
36,2,1,5,2,2,3,49,37,9
36,2,13,16,2,8,3,49,37,4
36,2,8,13,5,8,4,25,37,9
36,2,15,10,2,2,3,37,37,9
36,2,11,8,2,2,3,37,37,4
36,2,3,6,4,7,4,37,24,9
36,4,11,8,2,9,3,53,37,4
36,2,3,6,2,2,3,37,37,4
36,2,8,13,2,4,3,45,37,9
36,2,11,8,2,2,3,37,37,9
36,2,11,8,2,10,3,56,37,9
36,2,1,5,0,2,4,37,37,9
36,4,15,10,0,7,4,60,37,9
36,2,8,13,2,4,3,49,37,9
36,2,11,8,5,2,4,37,37,4
36,2,11,8,2,2,3,52,37,1
36,4,15,10,2,7,3,37,37,4
36,2,15,10,2,-2,3,28,37,9
36,2,11,8,5,-2,4,37,37,9
36,3,15,10,2,4,3,37,37,9
36,2,8,13,2,-2,3,37,37,9
36,2,13,15,5,4,4,37,37,9
36,2,8,13,2,8,3,66,37,0
36,2,6,12,2,12,3,49,37,2
36,2,11,8,2,-2,3,37,23,9
36,2,13,15,2,4,3,56,37,9
36,2,11,8,0,13,4,49,37,9
36,2,8,13,2,8,3,29,37,9
36,2,4,3,2,6,3,37,27,9
36,0,11,8,2,9,3,52,37,9
36,2,15,10,2,2,3,37,37,9
36,2,11,8,5,7,4,37,37,9
36,2,15,10,2,6,3,61,37,9
36,2,11,8,2,13,3,37,37,7
36,2,6,11,2,2,3,37,37,9
36,2,11,8,2,2,3,45,37,4
36,2,6,12,5,4,4,45,37,4
36,2,11,8,2,-2,3,37,37,4
36,2,15,10,2,-2,3,37,37,9
36,2,15,10,0,4,4,53,37,4
36,2,11,8,2,13,3,49,37,7
36,2,15,10,2,2,3,37,37,4
36,3,11,8,2,2,3,37,37,6
36,2,11,8,0,4,4,27,37,9
36,4,13,15,2,8,3,56,37,9
36,2,8,13,5,-2,4,37,37,6
36,2,1,5,2,5,3,27,27,4
36,2,15,10,2,10,3,45,37,9
36,2,11,8,2,5,3,37,37,4
36,2,5,4,0,4,4,49,37,9
36,3,8,13,2,10,3,49,37,4
36,3,8,13,2,10,3,49,37,9
36,0,5,4,2,6,3,37,37,9
36,2,11,8,2,8,3,37,23,9
36,2,11,8,2,-2,3,43,37,4
36,2,11,8,2,6,3,37,37,2
36,2,11,8,0,2,4,37,37,9
36,2,11,8,2,6,3,44,37,9
36,4,8,13,2,8,3,37,37,9
36,2,8,13,2,-2,3,49,37,9
36,0,15,10,2,12,3,45,37,1
36,3,11,8,2,4,3,60,37,9
36,2,8,13,2,10,3,53,37,9
36,2,13,15,2,4,3,53,37,9
36,0,15,10,2,4,3,37,37,7
36,2,15,10,5,12,4,37,37,9
36,3,6,11,2,10,3,56,37,9
36,2,11,8,5,5,4,49,37,4
36,3,15,10,2,13,3,49,37,9
36,2,15,10,2,4,3,54,37,4
36,0,13,15,2,4,3,49,37,9
36,3,13,16,5,8,4,53,37,5
36,2,1,5,2,13,3,27,37,9
36,0,8,13,2,-2,3,37,37,9
36,2,11,8,5,5,4,27,37,9
36,2,11,8,2,2,3,44,37,9
36,4,11,8,2,-2,3,37,37,4
36,2,8,13,5,13,4,46,37,9
36,0,11,8,7,9,4,27,37,9
36,3,15,10,5,2,4,37,37,4
36,2,15,10,8,2,5,37,37,9
36,2,11,8,0,5,4,56,37,4
36,2,11,8,2,10,3,49,37,9
36,4,8,13,5,8,4,37,37,4
36,2,8,13,5,2,4,37,37,9
36,4,6,12,2,4,3,45,37,9
36,2,15,10,2,2,3,53,37,1
36,2,11,8,2,6,3,45,37,9
36,2,8,13,2,10,3,37,37,9
36,2,15,10,2,2,3,27,37,9
36,2,15,10,5,6,4,37,37,1
36,3,8,13,2,8,3,37,37,9
36,2,6,12,2,7,3,46,37,4
36,2,15,10,2,2,3,45,37,4
36,0,15,10,5,7,4,37,26,9
36,2,15,10,0,6,4,37,37,9
36,2,13,15,2,8,3,61,37,9
36,0,13,15,5,8,4,45,37,9
36,2,11,8,2,7,3,44,37,9
36,2,4,3,4,5,4,64,27,9
36,3,15,10,2,4,3,49,37,6
36,2,8,13,2,4,3,56,37,6
36,2,11,8,2,13,3,37,37,9
36,2,11,8,2,6,3,49,37,9
36,0,15,10,2,-2,3,43,37,9
36,2,15,10,5,7,4,21,37,9
36,3,11,8,2,5,3,49,37,9
36,4,9,17,2,8,3,45,37,4
36,3,11,8,2,4,3,49,37,9
36,3,6,11,2,5,3,49,37,9
36,2,8,13,2,8,3,45,37,4
36,2,15,10,2,2,3,37,37,4
36,2,8,13,5,4,4,45,37,9
36,2,8,13,2,4,3,45,37,9
36,0,6,12,0,7,5,56,37,4
36,2,6,11,0,12,4,37,37,9
36,4,6,11,5,8,4,37,37,9
36,3,11,8,2,5,3,56,37,9
36,2,11,8,5,6,4,37,37,9
36,2,6,11,2,2,3,29,37,4
36,2,8,13,2,8,3,49,37,2
36,2,11,8,0,6,4,45,37,4
36,2,5,5,2,13,3,60,37,5
36,2,15,10,5,10,4,56,37,4
36,3,13,16,2,8,3,49,37,9
36,2,6,11,2,2,3,49,28,9
36,2,8,13,2,4,3,37,37,9
36,2,1,5,5,6,4,37,37,4
36,2,15,10,2,8,3,46,37,4
36,2,8,13,5,10,4,45,37,6
36,2,9,17,2,8,3,37,37,9
36,2,8,13,2,4,3,37,27,9
36,2,15,10,0,6,4,37,37,4
36,2,8,13,2,10,3,37,37,4
36,3,13,16,2,8,3,37,23,9
36,2,5,5,0,2,4,27,37,9
36,2,5,5,2,13,3,37,37,9
36,2,8,13,5,2,4,66,37,4
36,2,11,8,0,7,4,37,37,9
36,2,6,11,2,2,3,45,37,9
36,2,11,8,0,6,4,37,37,4
36,2,6,11,2,10,3,52,37,9
36,2,8,13,7,4,4,53,37,9
36,2,8,13,2,8,3,60,37,4
36,2,11,8,2,6,3,37,37,9
36,2,8,13,2,4,3,37,37,4
36,2,11,8,2,10,3,37,37,7
36,2,11,8,5,6,4,37,37,9
36,3,11,8,2,5,3,63,37,9
36,3,11,8,2,10,3,56,37,9
36,2,13,15,7,4,4,45,37,7
36,2,11,8,2,4,3,61,37,9
36,2,11,8,0,2,4,47,37,9
36,0,13,15,2,9,3,49,37,9
36,2,8,13,5,4,4,46,37,9
36,2,11,8,2,2,3,23,37,9
36,2,11,8,2,6,3,37,37,4
36,3,13,16,2,8,3,49,37,9
36,2,4,3,2,-2,3,60,27,9
36,2,3,6,2,5,3,37,37,9
36,2,11,8,2,2,3,45,37,2
36,2,8,13,2,4,3,49,37,4
36,0,15,10,2,9,3,56,37,9
36,0,15,10,2,-2,3,37,28,9
36,3,11,8,0,4,5,53,37,9
36,2,11,8,2,2,3,37,37,9
36,0,11,8,2,7,3,37,37,6
36,2,4,3,2,7,3,52,27,7
36,2,8,13,2,6,3,37,37,9
36,2,15,10,2,13,3,45,37,9
36,2,11,8,2,4,3,56,37,9
36,2,15,10,2,2,3,37,37,9
36,2,8,13,0,2,4,37,37,9
36,2,15,10,2,12,3,29,37,9
36,2,8,13,2,8,3,37,37,4
36,0,6,11,2,9,3,37,37,9
36,2,15,10,2,13,3,45,37,9
36,2,8,13,2,8,3,53,37,9
36,2,11,8,2,13,3,37,37,9
36,0,11,8,2,9,3,37,37,4
36,2,11,8,2,2,3,66,37,7
36,2,8,13,2,8,4,37,37,2
36,2,15,10,2,7,3,37,37,7
36,4,8,13,5,-2,4,28,37,9
36,2,11,8,2,6,3,37,37,9
36,2,3,6,5,6,4,37,37,7
36,0,11,8,0,6,5,37,37,9
36,2,5,4,2,2,3,45,27,9
36,2,11,8,2,5,3,17,37,7
36,2,6,12,2,4,3,60,37,4
36,2,13,15,0,8,5,46,37,4
36,3,6,12,2,13,3,49,37,4
36,2,11,8,2,13,3,37,37,9
36,2,8,13,5,4,4,49,37,4
36,0,6,11,2,9,3,65,37,9
36,2,11,8,2,-2,3,37,37,4
36,2,11,8,2,7,3,37,37,4
36,3,15,10,2,4,3,49,37,9
36,2,13,16,2,8,3,49,37,9
36,0,11,8,2,9,3,37,37,9
36,0,11,8,2,9,3,27,37,7
36,3,6,12,2,10,3,49,37,9
36,2,6,12,2,2,3,45,37,9
36,2,15,10,2,12,3,49,37,9
36,2,11,8,0,10,5,45,37,9
36,2,6,12,5,8,4,65,37,4
36,2,11,8,2,2,3,37,37,9
36,2,4,3,2,2,3,37,37,4
36,2,6,11,0,10,4,45,37,9
36,2,11,8,2,2,3,37,37,9
36,2,6,11,2,-2,3,37,37,9
36,3,6,11,2,2,3,53,37,4
36,2,11,8,5,-2,4,28,37,9
36,2,11,8,2,13,3,37,37,9
36,2,11,8,5,4,4,49,37,9
36,2,11,8,5,2,4,37,37,4
36,2,5,5,2,7,3,37,37,9
36,2,6,12,2,8,3,45,37,9
36,3,15,10,2,2,3,37,37,4
36,2,8,13,0,4,4,37,37,9
36,2,11,8,2,13,3,45,37,9
36,3,13,15,2,8,3,37,37,9
36,2,8,13,2,8,3,45,37,9
36,2,3,6,2,2,3,37,37,9
36,2,6,11,2,-2,3,37,37,9
36,2,11,8,2,2,3,49,37,9
36,2,11,8,0,12,4,37,37,4
36,2,15,10,2,2,3,37,37,9
36,3,1,5,2,2,3,25,37,7
36,3,11,8,2,5,3,61,37,9
36,2,11,8,5,6,4,37,37,9
36,0,11,8,2,9,3,37,37,9
36,2,11,8,2,7,3,37,37,9
36,2,11,8,2,2,3,37,37,9
36,0,6,11,5,9,4,37,37,9
36,3,11,8,2,13,3,56,37,9
36,2,6,12,2,12,3,37,37,9
36,3,11,8,5,5,4,66,37,7
36,2,11,8,2,6,3,23,37,9
36,2,11,8,2,2,3,37,37,9
36,2,15,10,5,4,4,37,37,4
36,2,11,8,2,2,3,27,37,9
36,2,11,8,2,4,3,37,37,9
36,2,3,6,2,2,3,37,37,2
36,4,8,13,2,8,3,53,37,9
36,2,15,10,2,10,3,49,37,9
36,2,8,13,5,5,4,25,37,4
36,3,11,8,2,4,3,37,37,4
36,2,3,6,2,13,3,37,37,9
36,2,15,10,2,10,3,44,37,4
36,2,15,10,5,2,4,37,37,4
36,3,11,8,2,13,3,64,37,7
36,2,1,5,0,13,5,37,37,9
36,2,11,8,7,2,4,49,37,9
36,2,4,3,2,5,3,66,27,7
36,2,8,13,2,4,3,56,37,9
36,4,13,15,2,4,3,28,37,9
36,2,11,8,0,6,5,37,37,9
36,2,15,10,2,2,3,37,37,9
36,2,11,8,2,4,3,37,37,6
36,3,8,13,2,8,3,14,37,9
36,2,8,13,2,8,3,45,37,4
36,4,11,8,2,13,3,37,37,9
36,2,11,8,7,4,4,37,37,9
36,2,6,11,2,2,3,37,28,9
36,2,8,13,2,4,3,49,37,9
36,2,8,13,2,4,3,37,37,9
36,2,8,13,2,4,3,56,37,9
36,2,13,15,2,4,3,56,37,9
36,2,11,8,2,10,3,49,37,4
36,2,6,12,2,2,3,53,37,9
36,4,8,13,2,4,3,49,37,4
36,2,11,8,5,6,4,37,37,9
36,0,8,13,2,-2,3,37,37,4
36,2,11,8,5,-2,4,37,37,2
36,0,11,8,0,4,4,37,37,8
36,2,15,10,2,2,3,37,37,9
36,2,11,8,2,2,3,37,37,9
36,2,11,8,2,13,3,37,37,9
36,2,3,6,2,6,3,44,37,9
36,0,8,13,2,8,3,37,37,9
36,4,15,10,2,2,3,37,37,9
36,2,11,8,2,5,3,37,37,9
36,3,15,10,2,10,3,44,37,9
36,2,13,15,2,4,3,49,23,9
36,2,6,11,2,6,3,43,37,9
36,3,11,8,2,13,3,53,37,9
36,3,11,8,2,10,3,45,37,9
36,2,6,12,2,5,3,37,37,9
36,2,13,15,7,4,4,56,25,9
36,2,3,6,0,13,4,60,37,7
36,4,11,8,2,6,3,37,37,6
36,2,11,8,2,-2,3,45,37,2
36,2,3,6,2,7,3,37,37,9
36,2,5,4,2,2,3,49,37,9
36,2,1,5,2,6,3,37,27,4
36,2,8,13,2,4,3,49,37,4
36,2,13,15,2,4,3,45,37,7
36,2,11,8,2,2,3,37,37,9
36,2,13,16,2,4,3,37,37,9
36,2,6,11,2,8,3,37,26,9
36,2,8,13,2,4,3,37,37,9
36,2,15,10,0,13,4,61,37,4
36,2,15,10,5,2,4,37,37,4
36,2,5,5,2,6,3,49,27,9
36,2,15,10,5,4,4,49,25,4
36,2,1,5,5,6,4,60,37,4
36,2,11,8,2,2,3,60,37,9
36,2,11,8,2,2,3,37,37,9
36,2,6,11,2,2,3,37,37,9
36,2,11,8,2,10,3,45,37,9
36,2,11,8,0,2,4,37,37,2
36,2,11,8,5,-2,4,43,37,9
36,3,15,10,2,2,3,49,37,1
36,0,6,12,2,2,3,37,37,4
36,0,11,8,2,9,3,46,37,9
36,2,11,8,0,5,4,37,37,9
36,2,6,11,5,7,4,37,37,4
36,2,1,5,2,13,3,53,37,9
36,3,15,10,2,5,3,66,37,4
36,2,15,10,2,2,3,52,37,9
36,2,15,10,7,-2,4,59,37,9
36,4,11,8,2,2,3,37,37,9
36,2,11,8,5,6,4,37,37,4
36,2,11,8,2,13,3,43,37,9
36,3,8,13,5,4,4,37,37,4
36,2,5,4,2,5,3,56,37,1
36,2,8,13,2,4,3,37,37,7
36,2,11,8,2,2,3,66,37,9
36,2,15,10,2,2,3,45,37,9
36,3,6,12,2,5,3,49,37,9
36,2,11,8,0,2,5,28,37,2
36,0,11,8,2,-2,3,49,37,2
36,2,15,10,2,4,3,56,37,9
36,2,13,16,2,10,3,45,37,9
36,2,13,15,2,8,3,49,37,9
36,2,15,10,5,12,4,27,37,9
36,3,11,8,2,5,3,56,37,9
36,2,13,16,2,4,3,37,37,2
36,2,4,3,2,5,3,37,27,9
36,2,11,8,0,10,4,37,37,9
36,3,3,6,5,5,4,28,37,4
36,2,6,11,2,-2,3,37,37,9
36,3,1,5,2,2,3,37,27,9
36,3,11,8,2,4,3,53,37,9
36,2,11,8,0,10,5,64,37,9
36,2,8,13,2,6,3,43,37,9
36,3,11,8,2,8,3,37,37,4
36,0,15,10,2,2,3,43,37,9
36,2,8,13,2,6,3,37,37,6
36,2,15,10,2,10,3,53,37,4
36,2,15,10,2,2,3,37,37,9
36,3,8,13,2,10,3,21,23,4
36,3,8,13,2,8,3,27,37,9
36,2,15,10,2,13,3,37,37,9
36,2,11,8,0,6,4,37,37,9
36,2,15,10,2,7,3,37,37,7
36,3,15,10,2,10,3,56,37,9
36,2,8,13,2,8,3,53,37,9
36,0,15,10,2,13,3,25,37,4
36,2,11,8,0,2,4,37,37,9
36,2,11,8,2,4,3,53,37,9
36,3,3,6,2,13,3,45,37,9
36,2,15,10,0,6,4,52,37,9
36,2,15,10,2,12,3,37,37,9
36,2,11,8,2,7,3,25,27,9
36,3,8,13,2,8,3,53,37,4
36,2,8,13,2,4,3,46,37,4
36,4,11,8,2,9,3,37,37,4
36,2,8,13,2,4,3,49,37,4
36,2,8,13,2,4,3,37,37,6
36,2,13,16,0,8,4,28,37,4
36,2,6,12,2,4,3,49,37,4
36,2,4,3,0,6,5,45,27,9
36,2,11,8,2,8,3,49,37,9
36,2,15,10,2,6,3,37,37,9
36,2,11,8,2,13,3,52,37,9
36,2,13,15,0,4,4,45,37,9
36,3,8,13,2,2,3,60,37,9
36,0,11,8,2,2,3,37,37,9
36,3,13,15,2,4,3,49,37,9
36,0,13,15,2,4,3,53,37,9
36,3,13,16,2,8,3,56,37,9
36,2,8,13,5,7,4,29,37,9
36,2,15,10,0,13,4,37,37,9
36,2,13,15,2,4,3,53,37,9
36,2,11,8,4,5,4,16,27,9
36,2,13,15,2,10,3,49,37,2
36,2,6,11,2,2,3,37,37,9
36,2,15,10,0,6,4,37,37,7
36,0,1,5,2,2,3,37,37,9
36,2,11,8,2,10,3,37,37,2
36,3,6,12,4,5,4,49,37,9
36,0,15,10,2,6,3,37,37,7
36,2,13,15,2,12,3,56,37,9
36,2,8,13,2,4,3,49,37,9
36,3,9,17,2,8,3,56,37,9
36,2,8,13,5,6,4,37,37,9
36,3,8,13,2,2,3,56,37,9
36,2,11,8,2,8,3,37,37,9
36,3,6,12,2,10,3,37,37,9
36,0,15,10,2,-2,3,37,37,4
36,2,8,13,5,4,4,37,37,9
36,2,11,8,0,5,5,45,37,4
36,0,13,15,5,-2,4,43,37,9
36,2,15,10,2,4,3,43,37,9
36,2,3,6,2,2,3,37,37,4
36,3,11,8,2,2,3,37,37,6
36,2,15,10,2,6,3,37,37,9
36,2,15,10,2,-2,3,49,37,9
36,2,11,8,0,6,4,37,37,9
36,3,11,8,2,8,3,25,37,4
36,2,11,8,2,2,3,45,37,9
36,3,11,8,2,10,3,45,37,9
36,0,15,10,2,7,3,37,37,9
36,2,15,10,2,13,3,37,37,9
36,2,8,13,7,4,4,27,37,9
36,2,15,10,0,10,4,37,37,4
36,2,11,8,2,13,3,37,37,9
36,2,11,8,0,2,4,37,37,9
36,2,11,8,2,13,3,56,37,9
36,2,11,8,5,10,4,46,37,9
36,2,15,10,2,2,3,27,37,9
36,3,11,8,5,2,4,27,37,9
36,2,11,8,5,2,5,37,37,4
36,2,11,8,5,5,4,45,37,4
36,3,13,15,2,4,3,56,37,4
36,3,11,8,0,2,4,49,37,9
36,0,13,16,2,8,3,56,37,4
36,2,11,8,2,2,3,45,37,4
36,2,6,11,5,2,4,45,37,9
36,2,11,8,2,6,3,37,37,9
49,2,8,13,2,4,3,46,37,9
49,0,8,13,2,4,3,45,37,9
49,3,15,10,2,10,3,66,37,4
49,2,8,13,2,4,3,37,37,4
49,2,4,6,2,2,3,37,37,9
49,0,13,15,2,4,3,49,37,9
49,3,11,8,2,10,3,37,37,6
49,2,15,10,2,8,3,37,25,9
49,4,3,6,2,13,3,37,37,9
49,3,15,10,2,10,3,49,37,7
49,3,15,10,2,12,3,56,37,9
49,2,1,5,2,6,3,46,37,4
49,2,9,17,2,4,3,54,37,4
49,3,1,5,2,4,3,56,37,9
49,0,11,8,0,-2,4,45,37,9
49,2,13,16,0,4,4,56,37,4
49,2,5,4,2,7,3,46,23,9
49,3,11,8,2,4,3,37,37,9
49,2,9,17,2,8,3,60,37,9
49,2,5,4,2,6,3,37,37,9
49,2,15,10,2,10,3,56,23,9
49,2,1,5,2,13,3,45,37,9
49,4,15,10,2,12,3,49,37,9
49,2,9,17,2,4,3,28,37,9
49,3,15,10,2,4,3,66,37,9
49,3,13,16,2,10,3,37,37,9
49,2,11,8,2,6,3,56,37,2
49,0,6,11,2,4,3,27,37,9
49,2,15,10,2,2,3,37,37,9
49,3,11,8,2,2,3,49,25,9
49,2,3,6,8,2,4,37,37,9
49,2,11,8,2,13,3,56,37,4
49,2,11,8,2,4,3,49,37,9
49,0,11,8,2,12,3,37,37,4
49,2,11,8,5,10,4,37,37,4
49,2,11,8,2,4,3,46,37,9
49,2,11,8,2,6,3,28,37,9
49,2,15,10,5,4,4,37,37,9
49,0,4,6,2,2,3,37,37,9
49,3,15,10,2,2,3,37,37,9
49,0,11,8,2,9,3,37,37,4
49,4,9,17,2,8,3,61,25,9
49,2,11,8,2,-2,3,46,37,9
49,2,15,10,2,4,3,53,23,9
49,2,15,10,2,12,3,37,37,4
49,2,11,8,2,-2,3,37,37,4
49,3,3,6,2,2,3,37,37,9
49,0,13,15,2,4,3,37,37,1
49,2,11,8,8,2,4,37,37,9
49,0,11,8,2,2,3,37,37,4
49,0,8,13,2,4,3,45,37,9
49,2,15,10,2,4,3,56,37,9
49,2,11,8,2,2,3,37,37,9
49,0,11,8,2,7,3,37,37,9
49,2,11,8,2,10,3,28,37,9
49,3,5,4,2,2,3,21,27,9
49,2,15,10,0,10,4,49,37,4
49,0,9,17,2,4,3,37,37,4
49,2,9,17,5,4,4,37,37,2
49,2,5,4,2,6,3,37,37,4
49,0,11,8,2,4,3,37,37,9
49,2,13,15,2,4,3,37,37,9
49,4,8,13,2,8,3,37,37,7
49,0,11,8,2,2,3,37,37,9
49,0,15,10,2,9,3,37,37,2
49,2,15,10,2,2,3,37,37,9
49,0,6,11,2,-2,3,23,37,9
49,2,11,8,0,2,4,37,37,4
49,0,11,8,2,13,3,37,28,9
49,2,6,12,2,9,3,37,37,9
49,0,15,10,2,2,3,37,37,9
49,2,11,8,0,13,4,45,37,9
49,2,15,10,2,2,3,53,37,9
49,2,1,5,2,13,3,53,37,4
49,3,8,13,2,4,3,56,23,9
49,0,15,10,2,-2,3,44,37,8
49,2,4,3,2,6,3,37,27,4
49,2,3,6,2,2,3,37,37,5
49,3,6,11,2,2,3,37,37,2
49,2,15,10,2,4,3,37,37,9
49,3,8,13,2,10,3,56,37,9
49,0,6,12,2,7,3,37,37,4
49,2,8,13,2,4,3,53,37,9
49,2,8,13,2,10,3,46,37,9
49,4,15,10,2,8,3,37,37,9
49,2,15,10,2,4,3,37,37,4
49,2,13,16,5,8,4,37,37,9
49,2,8,13,2,4,3,37,37,4
49,2,11,8,0,6,4,37,37,9
49,2,6,12,2,4,3,53,37,9
49,2,11,8,0,13,4,37,37,9
49,2,11,8,2,6,3,37,37,9
49,0,8,13,2,8,3,37,37,9
49,2,15,10,2,13,3,25,27,9
49,2,15,10,2,4,3,53,37,4
49,2,13,16,2,8,3,37,37,9
49,2,8,13,2,4,3,37,37,9
49,2,6,11,2,2,3,37,37,9
49,2,15,10,2,4,3,45,37,9
49,2,11,8,2,6,3,37,37,9
49,2,11,8,0,13,5,37,37,4
49,2,6,11,2,4,3,37,37,2
49,3,13,16,2,8,3,61,37,4
49,2,11,8,2,6,3,37,37,9
