Age,Workclass,Education_Num,Marital-status,Occupation,Relationship,Hours/week,Native_Country,Result,Sex_Race
44,2,10,0,3,1,50,38,0,9
32,4,12,4,11,1,80,38,0,9
35,2,13,2,11,0,60,38,1,9
27,2,9,2,7,0,40,38,0,9
32,2,9,2,9,0,50,38,0,9
68,2,7,0,13,1,70,38,0,9
20,2,10,4,7,3,20,38,0,4
33,2,10,0,0,1,40,38,0,2
24,2,5,4,5,3,12,38,0,9
48,2,9,2,2,0,45,38,0,9
45,2,14,0,9,4,50,38,0,4
48,2,10,6,0,1,40,38,0,4
28,2,14,2,9,0,45,38,1,9
39,1,14,0,9,4,40,38,0,4
23,2,10,4,7,3,30,38,0,9
23,5,8,4,3,1,40,38,0,9
36,2,10,5,0,2,40,38,0,4
52,2,9,4,7,4,40,38,0,9
41,2,9,2,3,0,40,38,0,9
45,2,13,2,11,5,42,38,1,4
58,2,11,6,9,1,40,38,0,4
67,4,9,2,0,5,2,38,0,4
48,2,9,2,9,5,8,38,0,4
63,2,9,2,2,0,48,38,0,9
24,1,10,2,10,0,72,38,1,9
43,2,10,2,2,0,40,38,1,9
36,2,9,0,13,3,60,38,0,9
32,2,9,2,13,3,72,25,0,9
36,2,10,4,2,1,40,24,0,6
43,2,10,4,0,1,50,38,0,4
27,2,9,4,0,1,40,38,0,2
17,2,7,4,7,3,12,38,0,9
45,2,13,0,11,1,46,38,0,4
41,3,9,2,2,0,40,38,0,9
41,4,9,2,3,0,38,38,0,9
48,1,12,5,0,1,40,38,0,2
26,2,10,4,7,3,24,38,0,4
54,2,1,2,4,0,60,38,0,9
22,2,10,0,11,3,48,19,0,4
19,2,9,4,13,3,35,38,0,9
47,2,4,0,5,2,40,38,0,7
32,2,9,3,7,4,20,38,0,4
35,2,14,4,3,1,40,38,0,6
52,2,11,2,12,0,40,38,0,9
73,4,8,2,4,0,18,38,0,9
43,1,14,2,9,0,40,38,1,9
26,2,9,4,6,4,40,3,0,3
41,0,14,2,3,0,40,38,1,9
49,2,12,2,11,0,60,38,1,9
52,5,10,5,10,4,40,38,0,9
35,2,9,5,0,4,32,38,0,4
57,2,7,2,7,0,52,38,0,9
33,2,13,4,9,1,40,38,0,9
56,2,4,0,13,4,40,38,0,9
42,2,13,4,11,3,60,38,0,9
17,2,10,4,0,3,20,38,0,9
49,2,9,0,0,1,35,38,0,4
39,2,15,2,9,0,45,38,1,9
34,4,10,0,0,4,50,38,0,4
37,4,10,4,9,1,40,38,0,7
22,2,8,4,7,1,35,38,0,9
27,2,11,2,2,0,40,25,0,9
21,2,10,4,11,3,25,38,0,4
44,2,13,2,0,0,40,38,1,9
53,4,6,3,13,1,99,38,0,9
26,2,7,4,2,1,40,38,0,9
48,2,13,2,3,0,45,38,1,9
39,2,13,2,3,0,70,38,0,9
34,2,9,4,7,4,32,38,0,0
54,5,13,2,3,0,38,38,0,9
36,2,9,2,13,0,50,38,1,9
60,2,9,2,9,0,40,38,0,9
50,2,9,2,10,0,40,38,1,9
48,1,13,2,9,0,45,38,0,9
35,2,10,4,0,3,40,38,0,4
40,4,12,0,9,1,50,38,0,4
30,2,13,2,3,0,70,38,0,9
65,4,10,2,6,0,40,38,1,9
31,2,9,2,2,0,60,38,0,9
46,1,12,2,0,0,40,38,0,9
62,3,11,2,3,0,50,38,0,9
38,2,13,4,3,4,40,4,0,4
24,2,10,4,11,1,50,29,0,1
27,2,13,4,9,1,48,38,0,4
43,5,12,3,7,4,30,38,0,4
48,2,9,0,5,4,40,34,0,1
41,2,9,5,2,1,40,38,0,7
30,2,10,2,12,5,45,38,0,2
38,2,13,2,11,0,40,38,1,9
45,2,15,4,9,1,40,38,1,9
45,2,13,4,9,3,40,38,0,9
55,2,10,0,0,1,38,38,0,4
24,2,13,4,9,3,40,38,0,6
31,1,10,4,0,3,25,38,0,0
35,2,9,2,2,0,35,38,0,9
37,1,10,5,0,1,40,38,0,4
29,2,10,2,9,0,45,38,0,9
56,2,13,2,3,0,50,38,1,9
25,2,13,4,3,1,60,38,0,9
33,2,6,2,6,0,40,38,0,9
44,2,9,4,11,1,40,38,0,4
21,2,9,4,2,3,40,38,0,9
21,2,9,4,0,1,40,38,0,9
44,3,10,2,3,0,50,38,1,9
63,2,13,0,3,1,40,38,0,4
44,2,9,2,0,5,30,38,0,4
31,2,10,2,2,0,45,25,0,9
26,2,10,2,3,0,42,38,0,9
37,3,9,4,13,1,50,38,0,9
33,2,13,2,2,0,45,38,0,9
38,2,13,2,3,0,40,38,0,9
26,2,11,4,11,3,35,38,0,4
46,3,11,0,3,4,63,36,0,1
24,2,9,4,7,4,35,38,0,4
47,1,14,2,9,0,35,38,1,9
27,2,10,4,12,1,30,38,0,4
46,2,10,2,2,0,40,38,0,9
47,0,12,2,0,0,40,38,1,7
47,2,9,0,0,4,40,15,0,9
69,2,9,6,6,4,40,38,0,9
32,2,9,2,11,0,40,38,1,9
51,2,9,2,13,0,40,38,0,7
36,2,9,2,11,0,40,38,1,9
50,1,14,2,9,5,40,38,0,4
29,2,16,2,9,0,60,18,0,6
32,2,15,2,9,0,40,38,0,9
27,2,6,0,13,1,75,38,0,5
60,2,4,0,0,1,35,4,0,4
31,2,9,2,7,0,40,38,0,9
46,2,12,2,2,0,40,38,0,9
40,1,9,4,0,3,40,38,0,4
39,2,10,2,2,0,52,38,1,7
69,4,4,2,11,0,55,38,0,9
54,3,13,2,3,0,40,38,1,9
56,2,9,0,0,1,40,38,0,4
47,0,10,0,0,1,40,38,0,4
25,2,12,4,12,1,45,38,0,4
34,4,9,2,13,0,60,38,0,9
24,4,4,4,4,3,50,38,0,9
63,2,10,2,2,0,45,38,0,9
29,1,14,2,9,0,50,38,0,9
64,2,10,2,0,0,40,38,0,9
44,2,13,4,9,1,40,38,0,9
26,2,9,4,2,2,60,38,0,9
36,2,6,0,7,1,40,38,0,4
55,5,13,2,0,0,38,38,1,9
37,2,9,2,5,5,40,38,1,4
37,2,6,4,6,1,65,38,0,9
63,2,13,2,9,5,36,38,1,4
33,2,9,2,13,0,60,38,0,9
19,2,10,4,0,3,10,38,0,4
57,1,14,2,9,5,40,38,1,2
58,1,9,2,3,0,40,38,1,9
25,2,10,2,11,0,40,38,0,9
40,2,9,0,0,4,40,38,0,4
18,2,7,4,7,3,20,38,0,9
26,2,9,4,0,1,40,38,0,9
29,2,16,2,9,0,50,38,1,9
45,1,13,2,9,0,40,38,0,7
35,5,10,4,0,3,38,38,0,4
32,2,10,0,6,4,45,38,0,9
61,4,9,6,7,2,40,38,0,4
26,5,13,4,9,1,15,38,0,9
56,2,9,2,2,0,40,38,1,9
22,2,10,3,0,3,39,38,0,1
49,2,13,2,6,0,48,38,0,7
40,2,9,2,7,5,12,38,0,4
37,2,9,5,3,3,40,38,0,9
28,2,13,2,11,0,60,38,1,9
27,2,9,2,6,0,40,38,0,9
34,3,11,0,11,4,40,38,0,4
49,2,5,2,5,0,45,38,0,9
28,2,13,4,0,1,21,38,0,9
38,2,10,2,3,0,55,38,1,9
47,5,12,2,10,0,40,38,0,9
28,1,9,2,10,0,40,38,0,9
44,5,14,2,9,0,50,38,1,9
41,0,13,0,9,1,40,38,0,9
50,2,15,2,9,0,36,38,1,9
73,4,9,6,2,1,24,38,0,9
21,2,10,4,7,3,40,27,0,7
38,2,9,0,0,4,40,38,0,4
47,2,10,0,12,4,40,38,0,4
52,2,10,2,13,0,60,1,1,9
24,2,13,4,11,1,45,38,0,9
44,2,13,2,3,0,40,38,1,9
27,2,4,0,6,4,40,38,0,9
61,4,10,2,11,0,60,38,1,7
58,2,13,2,11,0,40,38,1,9
51,2,13,4,11,1,43,38,1,4
49,2,10,0,11,4,55,8,0,4
23,2,10,4,0,3,20,38,0,7
19,2,11,4,0,3,40,38,0,2
21,2,9,4,4,1,53,38,0,9
56,2,7,0,11,1,40,38,0,4
35,2,8,2,2,0,40,38,0,9
37,0,10,0,12,4,20,38,0,0
41,2,16,0,11,4,50,38,1,4
30,2,7,2,11,0,40,38,0,9
59,3,6,6,3,4,50,38,1,4
55,2,7,2,6,0,32,38,0,9
31,2,6,4,0,4,40,38,0,2
30,2,14,2,0,0,40,38,1,9
24,2,13,4,3,3,48,38,0,9
49,4,10,2,2,0,40,38,0,9
23,2,4,4,2,1,25,10,0,9
50,2,9,0,0,4,35,38,0,4
38,2,13,4,0,1,40,38,0,7
20,4,10,4,9,2,20,34,0,1
49,4,10,2,2,0,50,38,1,9
46,0,13,2,9,0,50,38,1,6
19,2,9,4,7,3,30,38,0,4
31,0,13,4,3,3,40,4,0,4
38,2,9,0,7,4,40,38,0,4
56,4,14,2,2,0,50,38,1,9
24,2,13,4,3,3,40,38,0,9
28,2,9,2,7,0,40,38,0,9
22,2,9,2,7,0,40,38,0,9
46,2,9,0,13,1,40,38,0,9
30,2,1,4,4,1,40,25,0,9
56,2,9,2,13,0,44,38,1,9
50,2,10,2,3,0,40,38,0,9
30,2,13,4,0,1,40,38,0,4
24,2,9,4,6,3,40,38,0,9
42,0,11,0,9,4,40,38,0,0
31,4,9,2,2,0,40,38,1,9
46,2,6,4,7,1,25,6,0,4
31,2,13,4,11,1,65,38,1,4
38,1,13,2,9,5,40,38,1,4
44,1,14,2,9,0,40,38,1,9
55,3,13,2,3,0,50,38,1,9
19,2,9,4,7,3,20,38,0,9
45,2,14,0,3,1,40,38,1,4
50,3,10,2,2,0,70,38,0,9
53,2,5,2,7,0,40,5,0,9
41,3,13,2,11,0,65,38,1,9
45,2,10,0,7,4,40,38,0,2
21,2,6,4,0,1,39,38,0,4
37,2,13,2,12,5,40,38,1,4
42,0,9,5,0,4,40,38,0,2
37,4,9,2,12,0,30,38,0,9
45,4,11,2,4,0,60,38,0,9
32,2,10,4,12,1,20,38,0,4
30,2,15,2,9,0,50,38,0,9
37,2,9,0,6,1,56,38,0,4
32,2,10,2,11,0,40,38,1,9
43,2,13,2,9,0,40,38,1,9
46,2,14,0,9,4,50,38,0,4
33,2,14,4,3,1,40,38,0,4
48,2,9,4,0,1,40,38,0,4
34,2,9,2,11,0,40,38,0,4
34,1,10,4,10,1,50,38,1,9
33,2,9,0,4,1,40,38,0,9
36,2,13,2,3,5,60,10,0,4
23,2,9,4,11,1,55,38,0,9
39,2,9,2,3,0,40,38,0,9
22,2,12,4,11,3,25,38,0,4
19,2,9,4,4,3,20,38,0,9
47,2,9,2,11,0,45,38,1,9
46,2,11,4,13,1,50,38,0,9
47,2,14,0,11,1,6,38,0,4
47,4,16,2,9,0,35,38,1,9
52,1,10,0,13,1,40,38,0,4
38,4,5,2,2,0,40,25,0,9
58,2,9,2,11,0,40,38,1,9
32,2,3,2,7,0,40,25,0,9
54,4,11,2,12,2,10,38,0,4
20,2,10,4,0,1,25,38,0,9
25,2,12,4,11,1,48,38,0,9
25,4,5,4,2,1,15,38,0,9
36,5,13,0,9,1,44,38,0,9
69,4,9,2,12,0,30,38,0,9
28,2,13,2,9,5,45,38,1,4
20,2,10,4,0,3,20,38,0,4
21,2,4,4,4,4,40,38,0,9
37,2,13,2,12,0,40,38,1,9
21,2,9,4,6,3,32,38,0,9
39,2,9,2,7,2,40,38,0,2
33,1,9,2,2,0,40,38,0,9
47,2,9,2,13,0,50,38,1,9
48,2,9,2,12,0,89,38,0,9
42,3,16,2,9,0,60,38,1,9
29,2,7,0,6,4,40,38,0,4
34,2,9,4,5,3,40,38,0,9
20,2,10,4,7,3,25,38,0,9
41,2,14,2,9,0,40,38,1,9
45,2,10,0,3,1,50,38,0,9
23,2,9,0,5,3,44,38,0,9
19,2,10,4,0,3,38,38,0,4
32,2,9,0,2,1,40,38,0,9
52,2,14,0,9,4,50,38,1,9
36,2,9,4,11,4,60,38,1,9
18,2,6,4,6,3,30,38,0,9
27,2,9,0,11,3,40,38,0,4
26,2,10,2,11,0,60,38,0,9
52,2,12,0,9,4,32,38,0,4
24,2,10,4,2,4,40,25,0,5
42,0,9,0,0,1,40,38,0,7
39,2,15,2,9,5,60,38,1,4
20,5,10,4,0,3,10,38,0,4
35,2,9,4,6,4,48,38,0,2
24,2,13,4,9,1,8,38,0,4
20,2,10,4,0,3,15,38,0,2
28,2,13,4,9,1,35,38,0,4
36,4,9,2,2,0,47,38,0,9
38,2,10,5,6,1,55,38,1,9
22,2,9,4,0,1,60,38,0,4
56,2,9,2,6,0,40,38,0,9
24,2,13,2,9,0,45,38,0,9
24,4,10,4,7,1,75,38,0,4
22,2,12,4,0,1,40,38,0,4
21,2,10,4,3,3,30,38,0,4
42,2,13,2,3,0,40,38,1,9
41,1,14,0,9,4,55,38,0,4
19,2,9,4,7,3,20,38,0,4
67,4,10,2,4,0,44,38,0,9
20,2,10,4,11,3,30,38,0,4
32,2,9,2,2,0,40,38,0,8
46,2,9,5,6,3,40,38,0,2
52,2,9,4,11,1,36,38,0,4
44,2,13,0,9,4,40,38,0,7
37,1,13,2,9,0,40,38,1,9
27,4,10,2,4,0,50,38,0,9
35,2,9,2,6,5,35,38,0,2
30,2,9,4,0,1,45,38,0,4
64,1,9,2,2,0,40,38,0,9
48,2,9,0,0,1,37,38,1,4
35,2,4,0,12,4,40,38,0,4
28,4,13,4,12,1,45,38,0,9
63,4,13,2,9,0,32,2,1,6
40,4,15,2,9,0,55,38,1,9
33,2,10,4,11,1,40,38,0,9
25,2,4,4,11,2,45,12,0,9
45,3,13,2,3,0,38,38,1,9
30,2,10,2,6,0,40,38,1,9
53,2,10,4,0,4,40,38,0,2
63,2,9,2,0,0,40,39,0,6
27,1,10,2,10,0,60,38,0,9
31,2,7,4,2,1,40,38,0,9
33,2,9,2,13,0,60,38,0,9
39,5,13,0,10,1,40,25,1,9
42,4,10,2,2,0,45,38,1,9
19,2,9,4,7,3,30,38,0,7
31,2,13,2,9,0,40,38,0,9
53,2,9,2,2,0,40,38,0,9
47,4,10,2,9,0,20,38,0,9
27,2,16,4,0,3,40,38,0,4
22,2,9,4,12,1,40,38,0,4
29,2,9,2,11,5,40,38,1,4
32,2,11,0,2,3,46,38,0,9
23,2,9,4,11,1,40,38,0,9
27,2,10,4,0,3,20,38,0,9
53,2,9,6,6,1,40,38,0,2
18,2,9,4,5,3,20,38,0,9
41,2,13,5,11,4,30,38,0,4
27,2,9,2,6,5,40,5,0,4
41,2,9,0,12,4,40,38,0,4
21,2,10,4,0,1,30,38,0,4
58,5,9,3,7,4,40,15,0,2
45,5,13,0,10,1,40,38,0,4
40,2,6,0,13,3,40,38,0,9
21,2,10,4,0,1,40,38,0,4
29,2,13,4,9,1,40,38,0,3
50,2,11,2,7,5,40,38,0,2
26,2,9,2,2,0,40,38,0,9
23,2,9,5,5,2,40,38,0,4
27,2,13,4,12,3,40,38,0,9
36,1,13,4,0,1,40,38,0,2
22,0,9,4,0,2,40,38,0,9
37,0,10,4,7,3,40,23,0,9
54,2,13,2,13,0,40,38,0,9
36,2,9,0,4,4,50,38,0,9
44,2,11,2,3,0,40,38,0,7
38,2,10,2,10,0,40,38,1,7
49,2,10,0,2,1,40,38,0,4
26,2,13,4,11,1,48,38,0,9
32,2,7,2,6,5,40,38,0,4
35,5,9,4,12,3,40,38,0,9
40,2,9,4,0,1,45,38,0,4
40,4,9,2,2,0,40,38,0,9
42,5,15,2,9,0,72,18,1,6
30,2,9,2,11,0,40,38,0,9
19,2,10,4,11,3,20,38,0,4
36,2,12,2,11,0,60,38,1,9
31,2,9,4,11,1,40,38,0,4
38,2,9,0,2,1,40,38,0,7
35,2,10,2,9,0,50,38,1,9
29,2,6,5,11,4,40,38,0,4
41,2,10,0,2,1,46,38,1,9
33,2,15,4,9,1,50,38,1,4
28,2,10,2,3,0,40,38,1,9
49,1,13,2,10,0,40,38,1,7
27,2,9,5,6,3,40,38,0,4
47,3,9,2,3,0,32,38,0,9
42,5,16,4,3,1,40,21,1,4
30,2,9,4,3,1,60,38,0,9
37,1,9,2,2,0,40,38,0,9
37,2,16,2,9,5,35,38,0,4
51,2,9,3,11,1,38,38,0,2
27,0,9,2,7,0,40,38,0,9
53,2,9,4,11,1,40,38,0,4
45,2,9,4,2,1,40,38,0,9
37,3,13,2,9,0,45,38,0,9
54,5,14,2,9,0,40,18,1,6
47,3,9,2,3,0,42,38,1,9
33,2,9,2,6,0,40,38,0,9
28,1,10,4,0,2,40,13,0,7
39,5,13,2,3,5,55,38,1,4
33,2,13,2,11,0,40,38,0,9
34,2,7,4,7,1,40,20,0,4
53,2,9,2,13,0,40,38,1,9
21,2,12,4,0,3,35,38,0,9
31,5,16,2,3,0,55,38,1,9
63,2,9,2,9,0,45,38,0,9
21,4,10,4,7,3,30,38,0,9
59,2,9,2,2,0,40,38,1,9
50,2,2,5,9,4,40,38,0,2
19,2,9,4,13,3,30,38,0,9
23,2,13,2,9,5,40,38,0,4
45,2,11,2,3,5,40,38,1,4
35,1,13,2,9,0,40,38,0,9
32,2,13,4,2,3,40,38,0,9
20,2,4,4,6,2,60,25,0,4
38,2,9,2,3,2,40,38,1,9
49,2,9,2,7,5,8,29,0,1
64,2,9,0,6,1,40,38,0,4
60,1,7,2,13,0,20,38,0,9
25,2,13,4,9,1,50,38,0,4
21,2,9,4,2,1,35,38,0,9
26,2,9,4,8,2,15,25,0,4
23,2,10,4,0,1,20,38,0,9
67,3,14,2,11,0,48,38,1,9
24,2,9,0,11,4,30,38,0,4
46,2,2,5,6,3,40,12,0,4
38,5,16,2,9,0,40,35,0,6
20,2,4,4,6,2,40,38,0,9
26,2,13,4,9,1,48,38,0,9
58,2,9,2,6,0,40,38,0,9
31,5,10,4,7,1,40,38,0,6
37,5,12,0,10,1,38,38,0,7
45,2,4,0,6,1,35,38,0,2
33,2,9,4,0,1,50,38,0,4
33,5,14,2,10,0,40,38,0,7
35,2,9,0,5,1,25,38,0,9
60,4,9,2,3,0,40,38,0,7
21,2,10,4,11,3,20,38,0,4
38,2,6,2,2,0,45,38,0,7
40,2,11,0,2,4,40,38,0,4
40,2,10,2,11,5,40,38,1,4
44,4,15,2,9,0,70,38,1,9
27,2,10,2,3,0,60,38,0,9
34,4,10,2,2,0,55,38,1,9
49,1,10,2,10,0,40,38,0,9
37,2,10,2,2,0,50,38,1,9
52,2,6,2,13,0,30,38,1,9
46,2,10,2,6,0,40,38,0,7
43,2,9,2,2,0,40,38,0,9
46,1,13,0,0,1,40,38,1,4
25,5,10,2,7,5,15,38,0,4
48,2,13,0,0,1,40,38,0,9
36,1,10,0,10,4,55,38,0,9
37,2,9,0,2,1,40,38,1,9
42,2,14,2,9,0,50,38,1,9
37,3,10,2,13,0,55,38,1,9
44,1,12,0,12,1,40,38,0,7
32,2,6,2,2,0,40,38,0,9
29,2,13,4,0,3,40,31,0,4
42,1,14,2,9,0,35,38,1,9
17,2,7,4,5,3,12,38,0,9
41,2,8,2,7,5,10,38,0,4
34,2,10,2,3,5,40,38,1,4
56,2,6,5,7,4,32,38,0,4
28,2,10,4,0,3,40,38,0,9
28,4,7,4,11,3,40,38,0,9
19,2,4,4,13,4,25,12,0,9
49,0,10,2,12,0,40,38,1,9
36,4,10,2,7,5,50,38,0,4
25,2,10,2,13,0,35,38,0,9
42,2,13,0,9,1,40,38,0,9
47,4,15,2,9,0,50,38,1,9
26,2,10,2,10,0,40,38,0,9
35,2,10,2,3,0,58,38,0,9
39,1,9,4,10,3,48,38,0,5
42,2,9,2,3,0,35,38,1,9
41,2,10,0,7,1,36,38,1,4
23,2,10,0,7,3,24,38,0,4
31,0,9,2,12,0,40,38,0,9
36,1,10,2,10,0,57,38,1,9
20,2,10,4,9,4,25,38,0,4
36,2,10,4,6,4,45,38,0,9
50,2,9,2,6,0,50,38,1,9
37,2,9,4,6,3,40,38,0,9
25,2,13,4,4,3,50,38,1,9
39,2,10,0,7,4,60,38,0,4
32,2,9,2,4,5,40,38,0,4
59,2,10,6,0,1,35,38,0,4
29,2,13,2,2,0,45,38,0,9
50,2,9,2,13,0,40,38,0,7
42,2,11,2,11,0,37,38,0,9
32,2,10,0,9,1,40,38,0,9
48,2,12,2,11,0,40,38,1,9
20,2,9,2,2,0,35,38,0,9
50,4,6,0,2,1,45,38,0,9
18,2,10,4,2,1,30,38,0,9
60,2,14,4,9,1,50,38,0,9
42,1,14,4,9,1,22,38,0,9
49,2,9,0,7,4,35,38,0,4
35,3,10,2,11,5,40,38,0,4
30,4,12,2,11,0,60,19,0,9
59,2,10,2,3,0,40,38,1,9
24,3,9,4,7,1,50,38,1,7
55,2,12,0,0,4,40,38,0,4
19,2,9,4,0,3,20,38,0,4
39,2,9,2,2,0,40,38,0,9
48,2,10,0,3,4,40,38,0,4
44,2,13,2,9,0,40,38,1,9
21,2,10,4,5,3,30,38,0,9
23,2,13,4,12,3,40,38,0,7
22,2,10,4,7,3,30,38,0,9
55,4,14,2,9,0,55,38,1,9
19,2,10,4,11,1,40,38,0,4
23,2,10,4,5,1,25,38,0,9
46,2,9,2,13,0,44,38,1,9
23,2,13,4,0,1,23,38,0,4
47,3,14,2,3,0,50,38,1,9
23,2,10,4,11,3,15,38,0,4
42,2,10,2,7,0,40,38,1,9
22,5,13,4,0,3,10,38,0,4
18,2,9,4,0,3,20,38,0,9
37,2,13,2,3,0,50,38,1,9
34,2,5,2,2,0,50,38,0,9
62,4,10,6,4,4,50,38,0,4
51,2,10,2,5,0,40,38,0,9
34,2,9,2,7,0,30,38,0,7
28,4,14,4,9,3,40,38,0,9
56,2,6,4,5,1,40,38,0,9
46,2,9,0,12,1,30,38,0,4
46,2,10,2,12,0,45,38,1,9
23,1,10,3,0,3,40,12,0,4
33,2,13,2,0,5,30,38,0,2
21,2,10,4,0,3,20,38,0,2
36,2,3,2,6,0,40,25,1,9
37,1,13,0,9,1,36,38,0,4
39,1,7,2,7,0,40,38,0,9
36,2,9,2,13,0,60,38,1,9
26,2,12,4,3,3,40,38,0,2
34,2,9,2,2,0,50,38,0,9
33,2,9,0,3,4,40,38,0,4
33,4,9,2,10,0,30,38,0,9
20,2,9,4,11,3,8,25,0,4
26,2,10,0,0,4,38,38,0,4
47,2,9,2,0,5,20,38,1,4
17,2,7,4,11,3,20,38,0,4
53,2,11,2,3,0,40,38,0,9
31,2,10,0,11,3,35,38,0,4
34,2,7,2,6,0,40,38,0,9
23,2,3,2,7,0,40,25,0,9
21,2,10,4,0,3,20,38,0,4
40,2,9,4,0,4,35,38,0,2
54,1,14,2,0,0,40,38,1,9
32,0,13,2,9,0,40,19,0,6
29,1,9,2,7,5,40,38,0,4
27,1,13,2,10,0,45,38,1,9
54,2,10,4,3,1,40,38,1,9
23,2,9,0,8,4,40,38,0,4
38,2,14,2,3,0,48,38,1,9
54,2,9,2,7,5,35,38,0,4
21,2,10,4,9,3,40,38,0,6
40,2,11,4,9,1,42,38,0,9
19,2,6,4,7,1,40,38,0,4
35,2,13,2,0,5,40,38,0,2
39,2,10,4,0,3,45,38,0,4
41,2,8,2,5,0,40,38,1,9
26,2,10,4,0,1,40,38,0,4
35,2,9,0,7,1,45,38,0,4
70,4,10,2,2,0,25,38,0,9
83,2,9,6,10,1,55,38,0,9
59,2,9,5,7,1,40,38,0,4
18,2,5,4,7,3,15,38,0,7
31,2,9,2,0,0,40,38,0,9
43,2,14,2,9,5,45,38,1,4
24,1,13,4,9,1,40,38,0,4
33,2,11,2,6,0,50,38,0,9
48,1,14,4,9,1,52,38,0,4
27,2,13,2,3,0,40,5,0,9
41,2,9,2,2,0,40,38,0,9
25,2,9,2,7,5,25,25,0,4
53,2,9,0,13,1,40,38,1,9
66,4,15,2,9,0,50,38,0,9
31,2,10,2,2,0,40,38,1,9
30,5,13,3,0,1,40,38,0,9
22,2,9,0,13,1,40,38,0,9
47,3,13,2,11,0,60,38,1,9
74,2,9,2,3,0,40,38,1,9
37,2,10,2,0,0,70,38,1,7
35,4,10,5,4,1,60,38,0,9
51,4,13,2,3,0,70,38,0,9
40,2,10,5,7,1,40,38,0,4
51,1,16,2,9,0,40,38,1,9
26,2,6,2,5,5,40,38,0,4
53,2,12,4,0,4,40,38,0,2
32,2,9,2,2,0,40,38,0,9
29,4,10,2,2,0,40,34,0,6
42,2,9,5,0,1,40,38,0,9
22,2,10,4,13,1,32,38,0,9
21,2,9,4,13,3,20,38,0,7
46,1,13,2,9,0,45,38,1,9
25,2,7,4,5,1,40,38,0,9
29,2,3,2,7,0,40,25,0,9
29,0,13,4,9,1,48,38,0,9
33,2,16,0,11,1,60,38,1,9
50,2,12,0,2,1,40,38,0,9
22,2,9,4,0,1,40,38,0,0
40,2,9,0,2,1,40,38,0,9
28,2,9,2,6,0,45,38,0,5
54,2,9,2,0,0,40,38,0,9
29,2,9,2,2,0,40,38,0,9
49,2,9,6,6,4,40,38,0,2
46,2,7,6,7,1,27,7,0,4
71,4,6,2,2,0,8,38,0,9
27,2,10,2,4,0,80,38,0,9
56,2,9,4,0,1,40,38,0,4
23,2,10,2,3,5,25,38,0,4
36,2,13,2,9,0,40,38,1,9
39,1,14,2,9,0,45,38,1,9
26,2,9,4,3,1,40,38,0,9
36,2,13,0,0,4,40,38,0,4
43,2,9,2,2,0,40,38,1,9
25,2,10,4,0,1,50,38,0,4
27,2,9,2,6,0,40,38,0,9
50,4,12,2,10,0,20,38,0,9
30,2,9,2,2,0,40,38,0,9
24,2,7,4,5,1,40,38,0,9
41,1,14,0,9,4,36,38,1,4
29,2,10,4,3,1,45,38,0,9
31,2,10,2,3,0,40,38,0,9
54,2,10,0,3,1,40,21,0,4
20,2,7,2,11,2,50,38,0,4
37,2,9,4,7,3,40,38,0,9
28,1,9,4,7,3,30,38,0,7
39,2,9,2,0,5,40,38,1,4
46,5,10,4,3,1,40,38,0,4
35,2,13,5,3,4,42,38,0,4
36,4,10,2,11,0,20,38,1,9
44,2,14,2,3,0,40,38,1,9
34,3,13,0,3,1,50,38,0,9
28,4,9,2,11,0,50,38,1,9
61,2,9,4,0,1,40,38,0,4
45,2,10,0,11,4,40,38,0,4
36,2,9,2,13,0,40,38,0,9
34,2,9,4,13,4,30,38,0,7
22,2,6,4,2,4,40,38,0,9
26,2,13,4,12,1,40,38,0,4
19,2,7,4,7,2,15,38,0,4
36,2,9,0,4,1,40,38,0,9
51,2,13,0,3,1,50,38,1,9
63,2,9,2,2,0,40,38,1,9
51,2,9,2,0,0,40,38,0,9
20,5,10,4,0,3,25,38,0,4
42,4,11,2,9,0,50,38,0,9
25,2,10,2,2,0,40,38,0,9
40,2,11,0,0,4,50,38,0,4
49,2,9,4,5,3,80,38,0,9
46,2,9,5,6,3,40,38,0,2
32,4,9,5,11,1,50,38,0,9
28,2,10,2,5,0,40,25,0,7
19,2,9,4,0,3,25,38,0,4
18,2,7,4,0,3,20,38,0,7
39,2,9,4,11,1,55,38,0,9
60,4,13,0,9,1,30,38,0,4
46,1,13,0,9,1,40,38,0,4
38,2,4,2,6,5,50,1,1,4
36,2,9,2,6,0,44,38,1,9
45,2,10,2,11,0,40,38,0,9
60,5,13,0,9,1,40,38,0,4
30,2,7,2,2,0,40,38,0,9
22,2,10,4,12,1,43,38,0,4
23,2,10,4,3,1,45,38,0,9
46,2,9,2,7,3,15,38,0,4
43,2,14,2,3,0,45,38,1,9
50,2,10,4,9,1,40,38,0,9
61,3,9,0,11,1,55,38,0,9
35,2,13,4,11,1,50,38,0,9
65,1,10,0,3,1,40,38,0,4
56,2,9,2,13,0,45,38,0,6
43,4,13,2,6,5,80,36,0,1
55,2,9,2,13,0,50,38,0,9
22,2,10,4,0,3,40,38,0,4
40,2,10,0,6,3,32,38,0,9
20,2,5,2,6,0,40,38,0,9
46,1,8,2,7,0,35,38,1,9
43,2,9,5,13,4,40,25,0,9
39,2,7,2,7,0,37,38,0,7
34,2,9,4,3,4,20,8,0,4
35,2,9,0,7,1,35,38,0,4
30,2,9,4,0,4,41,38,0,9
44,2,14,2,3,0,35,38,1,9
